Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
1A82A5D43,2,Loans received from group entities,"=""Loans received from group ""&IF(EntityDescription=""Company"",""companies"",""entities"")",,,1A82A5D4,CashFlow,3
C30DD7133,2,Repayment of loan from group entity,"=IF(SUM(COUNTIFS(Vlink,""?.730.???.N"",VFinal,""<>0"")-COUNTIFS(Vlink,""?.730.699.N"",VFinal,""<>0""),COUNTIFS(Vlink,""?.730.???.P"",VFinal,""<>0"")-COUNTIFS(Vlink,""?.730.699.P"",VFinal,""<>0""))>1,""Repayment of loans from group ""&IF(EntityDescription=""Company"",""companies"",""entities""),""Repayment of loan from group ""&IF(EntityDescription=""Company"",""company"",""entity""))",,,C30DD713,CashFlow,3
FF287AC53,2,Loans received from aandeelhouers,"=""Loans received from ""&LOWER(OwnerDescriptionPlural)",,,FF287AC5,CashFlow,3
6D64D3A63,2,Repayment of loans from aandeelhouers,"=""Repayment of loans from ""&LOWER(OwnerDescriptionPlural)",,,6D64D3A6,CashFlow,3
8F56E35C3,2,"Loan received from director, manager or employee","=SUBSTITUTE(IFERROR(Note_Header_LoansFromDir,""Loan from director, manager or employee""),"" from "","" received from "")",,,8F56E35C,CashFlow,3
A35CBC3A3,2,"Repayment of loan from director, manager or employee","=""Repayment of ""&LOWER(IFERROR(Note_Header_LoansFromDir,""Loan from director, manager or employee""))",,,A35CBC3A,CashFlow,3
E09DF9FB3,2,Net toename in cash and cash equivalents before effect of exchange rate changes,"=""Net ""&IF(COUNTIFS(NetCashFlowBeforeTotalRow,""<0"",CashFlowPrintCalcRow,1)=0,Lang_Increase,IF(COUNTIFS(NetCashFlowBeforeTotalRow,"">0"",CashFlowPrintCalcRow,1)=0,Lang_Decrease,IF(CashFlowColumnOne=""H"",IF(NetCashFlowBeforeAltColumn>0,Lang_Increase&"" / (""&Lang_Decrease&"")"",""(""&Lang_Decrease&"") / ""&Lang_Increase),IF(NetCashFlowBeforeFirstColumn>0,Lang_Increase&"" / (""&Lang_Decrease&"")"",""(""&Lang_Decrease&"") / ""&Lang_Increase))))&"" in cash and cash equivalents before effect of exchange rate changes""",,,E09DF9FB,CashFlow,3
6D9286993,2,Net toename in cash and cash equivalents,"=""Net ""&IF(COUNTIFS(NetCashFlowAfterTotalRow,""<0"",CashFlowPrintCalcRow,1)=0,Lang_Increase,IF(COUNTIFS(NetCashFlowAfterTotalRow,"">0"",CashFlowPrintCalcRow,1)=0,Lang_Decrease,IF(CashFlowColumnOne=""H"",IF(NetCashFlowAfterAltColumn>0,Lang_Increase&"" / (""&Lang_Decrease&"")"",""(""&Lang_Decrease&"") / ""&Lang_Increase),IF(CashFlowFinal>0,Lang_Increase&"" / (""&Lang_Decrease&"")"",""(""&Lang_Decrease&"") / ""&Lang_Increase))))&"" in cash and cash equivalents""",,,6D928699,CashFlow,3
5B31BF703,2,Cash and cash equivalents at beginning of the year,"=""Cash and cash equivalents at beginning of the ""&Period_Year",,,5B31BF70,CashFlow,3
9ED63DAC3,2,Cash and cash equivalents at end of the year,"=""Cash and cash equivalents at end of the ""&Period_Year",,,9ED63DAC,CashFlow,3
2E1870E83,2, ('the maatskapy') [INSERT NATURE OF BUSINESS IN CLIENT SETUP].,"=CompanyName&"" ('the ""&EntityDescriptionCase&""')""&IF(Consoli=1,"" and its subsidiaries (together, 'the group')"","""")&IF(LEN(NatureOfBusiness)>0,"" ""&NatureOfBusiness,"" [INSERT NATURE OF BUSINESS IN CLIENT SETUP]"")&"".""",,,2E1870E8,AccPolicies,3
6BEA05DE3,2,The maatskapy is incorporated as a Maatskapy and domiciled in South Africa. The address of its registered office is .,"=""The ""&EntityDescriptionCase&IF(ExchangeListing="""","""","", which is listed on the ""&ExchangeListing&"","")&"" is ""&IF(EntityDescription=""Company"",""incorporated as a ""&IF(IFERROR(LEN(LegalFormOfEntity),0)>0,IF(EntitySentenceCase=""Proper"",LegalFormOfEntity,LOWER(LegalFormOfEntity)),""[INSERT LEGAL FORM OF ENTITY IN CLIENT SETUP]"")&"" and "",IF(EntityType=""Trust"",""registered with the Master of the High Court and "",IF(EntityType=""Sole Proprietor"","""",""incorporated as a ""&EntityDescription&"" and "")))&""domiciled in ""&CountryOfIncorporation&"". The address of ""&IF(EntityType=""Sole Proprietor"",DGender_their,""its"")&"" registered office is ""&IF(OR(RegisteredAddress1=0,RegisteredAddress1=""""),"""",RegisteredAddress1)&IF(OR(RegisteredAddress2=0,RegisteredAddress2=""""),"""",IF(OR(RegisteredAddress1=0,RegisteredAddress1=""""),RegisteredAddress2,"", ""&RegisteredAddress2))&IF(OR(RegisteredAddress3=0,RegisteredAddress3=""""),"""",IF(AND(OR(RegisteredAddress1=0,RegisteredAddress1=""""),OR(RegisteredAddress2=0,RegisteredAddress2="""")),RegisteredAddress3,"", ""&RegisteredAddress3))&IF(OR(RegisteredAddress4=0,RegisteredAddress4=""""),"""",IF(AND(OR(RegisteredAddress1=0,RegisteredAddress1=""""),OR(RegisteredAddress1=2,RegisteredAddress2=""""),OR(RegisteredAddress3=0,RegisteredAddress3="""")),RegisteredAddress4,"", ""&RegisteredAddress4))&IF(OR(RegisteredAddress5=0,RegisteredAddress5=""""),"""",IF(AND(OR(RegisteredAddress1=0,RegisteredAddress1=""""),OR(RegisteredAddress2=0,RegisteredAddress2=""""),OR(RegisteredAddress3=0,RegisteredAddress3=""""),OR(RegisteredAddress4=0,RegisteredAddress4="""")),RegisteredAddress5,"", ""&RegisteredAddress5))&"".""",,,6BEA05DE,AccPolicies,3
9A609F403,2,"The  of  have been prepared in accordance with International Financial Reporting Standards and the Companies Act of South Africa. The  have been prepared under the historical cost convention, as modified by the revaluation of investment property, certain property, plant and equipment, biological assets and derivative financial instruments at fair value. They are presented in South African Rand.","=""The ""&LOWER(AFS_Name_Annual)&"" of ""&CompanyName&"" have been prepared in accordance with ""&IF(DisclosureType=""Basis of Accounting"",""the basis of accounting set out below"",FrameworkDetail&IF(DisclosureType=""Basis of Accounting"","" ""&INT(accpolicies_num),""""))&IF(ApplicableAct="""","""",IF(AdditionalAct="""","" and "","", "")&""the ""&ApplicableAct&IF(AdditionalAct="""","""","" and the ""&AdditionalAct))&"". The ""&LOWER(AFS_Name_Annual)&"" have been prepared under the historical cost convention, ""&""as modified by the revaluation of investment property, certain property, plant and equipment, biological assets and derivative financial instruments at fair value. ""&""They are presented in ""&CurrencyDescription&"".""",,,9A609F40,AccPolicies,3
5DFB43503,2,The preparation of financial statements in conformity with International Financial Reporting Standards requires the use of certain critical accounting estimates. It also requires management to exercise its judgement in the process of applying the maatskapy se accounting policies. ,"=""The preparation of financial statements in conformity with ""&IF(DisclosureType=""Basis of Accounting"",""the basis of accounting described below"",FrameworkDetail)&"" requires the use of certain critical accounting estimates. It also requires ""&IF(ManagementReferences=""N"",""the ""&LOWER(Director_board),""management"")&"" to exercise ""&IF(ManagementReferences=""N"",DGender_their,""its"")&"" judgement in the process of applying the ""&GroupEntityCaseAp&"" accounting policies. ""&IF(AND(IFERROR(Note_Num_CriticalAccountingEstimatesJudgements_2,"""")="""",Note_Num_CriticalAccountingEstimatesJudgements=""""),"""",""The areas involving a higher degree of judgement or complexity, or areas where assumptions and estimates are significant to the ""&LOWER(AFS_Name_Annual)&"" are disclosed in note ""&IF(Note_Num_CriticalAccountingEstimatesJudgements="""",IFERROR(Note_Num_CriticalAccountingEstimatesJudgements_2,""""),Note_Num_CriticalAccountingEstimatesJudgements))",,,5DFB4350,AccPolicies,3
4EA8DBDD3,2,"The principal accounting policies applied in the preparation of these  are set out below. These policies have been consistently applied to all the years presented, unless otherwise stated.","=""The principal accounting policies applied in the preparation of these ""&LOWER(AFS_Name)&"" are set out ""&IF(AccountingPoliciesShow=0,""below"",""in the ""&LOWER(Notes_Name))&"".""&IF(YearsToReportOn=1,"""","" These policies have been consistently applied to all the years presented, unless otherwise stated."")",,,4EA8DBDD,AccPolicies,3
1C2805AC3,2,"Subsidiaries are all entities (including structured entities) over which the maatskapy has control. The maatskapy controls an entity when the maatskapy is exposed to, or has rights to, variable returns from its involvement with the entity and has the ability to affect those returns through its power over the entity. Subsidiaries are fully consolidated from the date on which control is transferred to the maatskapy. They are deconsolidated from the date that control ceases.","=""Subsidiaries are all entities (including structured entities) over which the ""&GroupEntityCase&"" has control. The ""&GroupEntityCase&"" controls an entity when the ""&GroupEntityCase&"" is exposed to, or has rights to, variable returns from its involvement with the entity and has the ability to affect those returns through its power over the entity. ""&""Subsidiaries are fully consolidated from the date on which control is transferred to the ""&GroupEntityCase&"". They are deconsolidated from the date that control ceases.""",,,1C2805AC,AccPolicies,3
9CBA35743,2,"Inter-entity transactions, balances and unrealised gains on transactions between group entities are eliminated. Unrealised losses are also eliminated. When necessary, amounts reported by subsidiaries have been adjusted to conform with the maatskapy se accounting policies.","=""Inter-""&IF(EntityDescription=""Company"",EntityDescriptionCase,""entity"")&"" transactions, balances and unrealised gains on transactions between group ""&IF(EntityDescription=""Company"",""companies"",""entities"")&"" are eliminated. Unrealised losses are also eliminated. When necessary, amounts reported by subsidiaries have been adjusted to conform with the ""&GroupEntityCaseAp&"" accounting policies.""",,,9CBA3574,AccPolicies,3
4A91B7823,2,"Associates are all entities over which the maatskapy has significant influence but not control, generally accompanying a shareholding of between 20% and 50% of the voting rights. Investments in associates are accounted for using the equity method of accounting. Under the equity method, the investment is initially recognised at cost, and the carrying amount is increased or decreased to recognise the investor's share of the wins or verlies of the investee after the date of acquisition. The maatskapy se investment in associates includes goodwill identified on acquisition.","=""Associates are all entities over which the ""&GroupEntityCase&"" has significant influence but not control, generally accompanying a shareholding of between 20% and 50% of the voting rights. ""&""Investments in associates are accounted for using the equity method of accounting. ""&""Under the equity method, the investment is initially recognised at cost, and the carrying amount is increased or decreased to recognise the investor's share of the ""&PSLower&"" or ""&LDLower&"" of the investee after the date of acquisition. The ""&GroupEntityCaseAp&"" investment in associates includes goodwill identified on acquisition.""",,,4A91B782,AccPolicies,3
EACD3C023,2,The  have been presented in South African Rand. The functional currency of the maatskapy is CURRENCY. The presentation currency has been selected because...,"=""The ""&LOWER(AFS_Name_Annual)&"" have been presented in ""&CurrencyDescription&"". The functional currency of the ""&EntityDescriptionCase&"" is CURRENCY. The presentation currency has been selected because...""",,,EACD3C02,AccPolicies,3
6B991E283,2,Foreign currency transactions are translated into the functional currency using the exchange rates prevailing at the dates of the transactions. Foreign exchange gains and losses resulting from the settlement of such transactions and from the translation at year-end exchange rates of monetary assets and liabilities denominated in foreign currencies are recognised in wins or verlies.,"=""Foreign currency transactions are translated into the functional currency using the exchange rates prevailing at the dates of the transactions. ""&""Foreign exchange gains and losses resulting from the settlement of such transactions and from the translation at year-end exchange rates of monetary assets and liabilities denominated in foreign currencies are recognised in ""&PSLower&"" or ""&LDLower&"".""",,,6B991E28,AccPolicies,3
A08039AF3,2,Foreign exchange gains and losses that relate to borrowings and cash and cash equivalents are presented in wins or verlies within 'finance income or costs'. All other foreign exchange gains and losses are presented in wins or verlies within 'other (losses)/gains – net'.,"=""Foreign exchange gains and losses that relate to borrowings and cash and cash equivalents are presented in ""&PSLower&"" or ""&LDLower&"" within 'finance income or costs'. All other foreign exchange gains and losses are presented in ""&PSLower&"" or ""&LDLower&"" within 'other (losses)/gains – net'.""",,,A08039AF,AccPolicies,3
0EB61E0C3,2,The results and financial position of all the maatskapy se entities that have a functional currency different from the presentation currency are translated into the presentation currency as follows:,"=""The results and financial position of all the ""&GroupEntityCaseAp&"" entities that have a functional currency different from the presentation currency are translated into the presentation currency as follows:""",,,0EB61E0C,AccPolicies,3
3B23AD894,2,"Income and expenses for each statement of profit or loss and other comprehensive income are translated at average exchange rates (unless this average is not a reasonable approximation of the exchange rates at the dates of the transactions, in which case income and expense items are translated at the exchange rates at the dates of the transactions); and","=""Income and expenses for each ""&LOWER(SoCI_Name)&"" are translated at average exchange rates (unless this average is not a reasonable approximation of the exchange rates at the dates of the transactions, ""&""in which case income and expense items are translated at the exchange rates at the dates of the transactions); and""",,,3B23AD89,AccPolicies,4
5AB3F6D73,2,"Property, plant and equipment is stated at historical cost less accumulated depreciation and any accumulated impairment losses. Historical cost includes expenditure that is directly attributable to bringing the asset to the location and condition necessary for it to be capable of operating in the manner intended by the direkteur.","=""Property, plant and equipment is stated at historical cost less accumulated depreciation and any accumulated ""&""impairment losses. Historical cost includes expenditure that is directly attributable to bringing the asset to the location and condition necessary for it to be capable of operating in the manner intended by the ""&LOWER(Director_board)&"".""",,,5AB3F6D7,AccPolicies,3
DD2CF83B3,2,"The maatskapy adds to the carrying amount of an item of property, plant and equipment the cost of replacing parts of such an item when that cost is incurred if the replacement part is expected to provide incremental future benefits to the maatskapy. The carrying amount of the replaced part is derecognised. All other repairs and maintenance are charged to wins or verlies during the period in which they are incurred.","=""The ""&GroupEntityCase&"" adds to the carrying amount of an item of property, plant and equipment the cost of replacing parts of such an item when that cost is incurred if the replacement part is expected to provide incremental future benefits to the ""&GroupEntityCase&"". The carrying amount of the replaced part is derecognised. All other repairs and maintenance are charged to ""&PSLower&"" or ""&LDLower&"" during the period in which they are incurred.""",,,DD2CF83B,AccPolicies,3
B94B249B3,2,"The maatskapy adds to the carrying amount of an item of property, plant and equipment the cost of replacing parts of such an item when that cost is incurred if the replacement part is expected to provide incremental future benefits to the maatskapy. The carrying amount of the replaced part is derecognised. All other repairs and maintenance are charged to wins or verlies during the period in which they are incurred.","=""The ""&GroupEntityCase&"" adds to the carrying amount of an item of property, plant and equipment the ""&""cost of replacing parts of such an item when that cost is incurred if the replacement part is expected to provide incremental future ""&""benefits to the ""&GroupEntityCase&"". The carrying amount of the replaced part is derecognised. All other repairs and maintenance are charged to ""&PSLower&"" or ""&LDLower&"" during the period in which they are incurred.""",,,B94B249B,AccPolicies,3
A21C09823,2,"After initial recognition, the maatskapy measures certain classes of property, plant and equipment using the cost model, and other classes using the revaluation model. The measurement base is set out in the table below. Property, plant and equipment measured in accordance with the cost model is shown at cost less accumulated depreciation and any accumulated impairment losses. Property, plant and equipment measured in accordance with the revaluation model is shown at fair value at the date of revaluation less any subseuent accumulated depreciation and subsequent accumulated impairment losses.","=""After initial recognition, the ""&GroupEntityCase&"" measures certain classes of property, plant and ""&""equipment using the cost model, and other classes using the revaluation model. The measurement base is set out in the table below. ""&""Property, plant and equipment measured in accordance with the cost model is shown at cost less accumulated depreciation and any ""&""accumulated impairment losses. Property, plant and equipment measured in accordance with the revaluation model is shown at fair ""&""value at the date of revaluation less any subseuent accumulated depreciation and subsequent accumulated impairment losses.""",,,A21C0982,AccPolicies,3
C7A82FC43,2,"Revaluations are made with sufficient regularity to ensure that the carrying amount does not differ materially from that which would be determined using fair value at the end of the reporting period. Increases in the carrying amount are recognised in other comprehensive income and accumulated in equity under the heading of revaluation surplus, except where the increase reverses a revaluation decrease of the same asset previously recognised in wins or verlies. Decreases in the carrying amount are recognised in wins or verlies except where the decrease reverses any credit balance existing in the revaluation surplus in respect of that asset in which case the decrease is recognised in other comprehensive income and reduces the amount accumulated in equity under the heading of revaluation surplus.","=""Revaluations are made with sufficient regularity to ensure that the carrying amount does not differ materially from that which would ""&""be determined using fair value at the end of the reporting period. Increases in the carrying amount are recognised in other ""&""comprehensive income and accumulated in equity under the heading of revaluation surplus, except where the increase reverses a ""&""revaluation decrease of the same asset previously recognised in ""&PSLower&"" or ""&LDLower&"". Decreases in the carrying amount are ""&""recognised in ""&PSLower&"" or ""&LDLower&"" except where the decrease reverses any credit balance existing in the revaluation surplus ""&""in respect of that asset in which case the decrease is recognised in other comprehensive income and reduces the amount accumulated in equity under the heading of revaluation surplus.""",,,C7A82FC4,AccPolicies,3
7A9730453,2,"The maatskapy owns a freehold office building that is held to earn long-term rental income and for capital appreciation. The property is not occupied by the maatskapy. Investment property is carried at fair value, derived from the current market prices for comparable real estate determined annually by external valuers. The valuers use observable market prices, adjusted if necessary for any difference in the nature, location or condition of the specific asset. Changes in fair value are recognised in wins or verlies.","=""The ""&GroupEntityCase&"" owns a freehold office building that is held to earn long-term rental income and for capital appreciation. The property is not occupied by the ""&GroupEntityCase&"". Investment property is carried at fair value, derived from the current market prices for comparable real estate determined annually by external ""&""valuers. The valuers use observable market prices, adjusted if necessary for any difference in the nature, location or condition of the ""&""specific asset. Changes in fair value are recognised in ""&PSLower&"" or ""&LDLower&"".""",,,7A973045,AccPolicies,3
